Airline ;Aircraft with seatmap ;Seat Pitch ;Seat Width ;Video Type ;Laptop Power ;Power Type ;Wi-Fi ;Seat Type 
United;Boeing 737-700 (737) V3;38;20.4;On-Demand TV;All Seats;AC Power;Yes;Recliner
United;Boeing 737-800 (738) V1;38;21.0;On-Demand TV;All Seats;AC Power;Yes;Recliner
United;Boeing 737-800 (738) V2;37;21;Satellite TV;All Seats;AC Power;Yes;Recliner
United;Boeing 737-800 (738) V3;37;21;Satellite TV;All Seats;AC Power;Yes;Recliner
United;Boeing 737-800 (738) V4;37;20.7;Seatback TV;All Seats;AC Power;No;Recliner
United;Boeing 737-900 (739) V1/V2;38;21;On-Demand TV;All Seats;AC Power;Yes;Recliner
United;Boeing 737-900 (739) V3;37;21.0;None;All Seats;AC Power;Yes;Recliner
United;Boeing 737-900 (739) V4;37;20;On-Demand TV;All Seats;AC Power;Yes;Recliner
United;Boeing 757-300 (753) V1/V2;38;20.75;On-Demand TV;All Seats;AC Power;Yes;Recliner
United;Bombardier CRJ-700 V1;37;19.0;None;None;None;No;Recliner
United;Bombardier CRJ-700 V2;37;20;None;None;None;No;Recliner
United;Bombardier CRJ-700 V3;37;20;None;None;None;No;Recliner
United;Bombardier Q400 V1;36;17;None;None;None;No;Recliner
United;Embraer EMB 170;36;24.0;None;None;None;Yes;Recliner
United;Embraer EMB 175;37;20;None;All Seats;AC Power;Yes;Recliner
UTair Aviation;Boeing 737-800 (738) V1;38;21;None;None;None;No;Recliner
Vietnam Airlines;Airbus A321-200 (321) V2;45;21;Overhead TV;None;None;No;Recliner
Vietnam Airlines;Airbus A321-200 (321) V3;45;21;Overhead TV;None;None;No;Recliner
Vietnam Airlines;Airbus A321-200 (321) V1;45;21;Overhead TV;None;None;No;Recliner
Virgin America;Airbus A319 (319);55;21;On-Demand TV;All Seats;AC Power;Yes;Recliner
Virgin America;Airbus A320 (320);55;21;On-Demand TV;All Seats;AC Power;Yes;Recliner
Virgin America;Airbus A321 (321);55;21;On-Demand TV;All Seats;AC Power;Yes;Recliner
Virgin Australia;Boeing 737-700 (737);37;19.5;Portable Device;None;None;No;Recliner
Vistara;Airbus A320ceo & neo (320);40;20;None;None;None;No;Recliner
Xiamen Airlines;Boeing 737-700 (73G);38-43;21;Overhead TV;None;None;No;Recliner
Xiamen Airlines;Boeing 737-800 (738) V2;41-43;21;Overhead TV;None;None;No;Recliner
Xiamen Airlines;Boeing 737-800 (738) V3;50;21;Overhead TV;None;None;No;Recliner
